localbtc,0.0,fetch time,2017-04-10 07:56:30
localbtc,0.0,fetch time,2017-04-10 07:56:31
localbtc,0.0,fetch time,2017-04-10 07:56:33
localbtc,0.0,fetch time,2017-04-10 07:56:35
localbtc,0.0,fetch time,2017-04-10 07:56:37
localbtc,0.0,fetch time,2017-04-10 07:56:39
localbtc,0.0,fetch time,2017-04-10 07:56:40
localbtc,0.0,fetch time,2017-04-10 07:56:42
localbtc,0.0,fetch time,2017-04-10 07:56:44
localbtc,0.0,fetch time,2017-04-10 07:56:46
localbtc,0.0,fetch time,2017-04-10 07:56:48
localbtc,0.0,fetch time,2017-04-10 07:56:49
localbtc,0.0,fetch time,2017-04-10 07:56:51
localbtc,0.0,fetch time,2017-04-10 07:56:53
localbtc,0.0,fetch time,2017-04-10 07:56:55
localbtc,0.0,fetch time,2017-04-10 07:56:57
localbtc,0.0,fetch time,2017-04-10 07:56:59
localbtc,0.0,fetch time,2017-04-10 07:57:01
localbtc,0.0,fetch time,2017-04-10 07:57:02
localbtc,0.0,fetch time,2017-04-10 07:57:04
localbtc,0.0,fetch time,2017-04-10 07:57:06
localbtc,0.0,fetch time,2017-04-10 07:57:08
localbtc,0.0,fetch time,2017-04-10 07:57:10
localbtc,0.0,fetch time,2017-04-10 07:57:11
localbtc,0.0,fetch time,2017-04-10 07:57:13
localbtc,0.0,fetch time,2017-04-10 07:57:15
localbtc,0.0,fetch time,2017-04-10 07:57:17
localbtc,0.0,fetch time,2017-04-10 07:57:19
localbtc,0.0,fetch time,2017-04-10 07:57:20
localbtc,0.0,fetch time,2017-04-10 07:57:22
localbtc,0.0,fetch time,2017-04-10 07:57:24
localbtc,0.0,fetch time,2017-04-10 07:57:26
localbtc,0.0,fetch time,2017-04-10 07:57:28
localbtc,0.0,fetch time,2017-04-10 07:57:29
localbtc,0.0,fetch time,2017-04-10 07:57:31
localbtc,0.0,fetch time,2017-04-10 07:57:33
localbtc,0.0,fetch time,2017-04-10 07:57:35
localbtc,0.0,fetch time,2017-04-10 07:57:37
localbtc,0.0,fetch time,2017-04-10 07:57:39
localbtc,0.0,fetch time,2017-04-10 07:57:41
localbtc,0.0,fetch time,2017-04-10 07:57:43
localbtc,0.0,fetch time,2017-04-10 07:57:44
localbtc,0.0,fetch time,2017-04-10 07:57:47
localbtc,0.0,fetch time,2017-04-10 07:57:49
localbtc,0.0,fetch time,2017-04-10 07:57:50
localbtc,0.0,fetch time,2017-04-10 07:57:53
localbtc,0.0,fetch time,2017-04-10 07:57:55
localbtc,0.0,fetch time,2017-04-10 07:57:56
localbtc,0.0,fetch time,2017-04-10 07:57:58
localbtc,0.0,fetch time,2017-04-10 07:58:00
localbtc,0.0,fetch time,2017-04-10 07:58:02
localbtc,0.0,fetch time,2017-04-10 07:58:04
localbtc,0.0,fetch time,2017-04-10 07:58:06
localbtc,0.0,fetch time,2017-04-10 07:58:13
localbtc,0.0,fetch time,2017-04-10 07:58:15
localbtc,0.0,fetch time,2017-04-10 07:58:17
localbtc,0.0,fetch time,2017-04-10 07:58:19
localbtc,0.0,fetch time,2017-04-10 07:58:21
localbtc,0.0,fetch time,2017-04-10 07:58:22
localbtc,0.0,fetch time,2017-04-10 07:58:25
localbtc,0.0,fetch time,2017-04-10 07:58:26
localbtc,0.0,fetch time,2017-04-10 07:58:28
localbtc,0.0,fetch time,2017-04-10 07:58:30
localbtc,0.0,fetch time,2017-04-10 07:58:32
localbtc,0.0,fetch time,2017-04-10 07:58:34
localbtc,0.0,fetch time,2017-04-10 07:58:36
localbtc,0.0,fetch time,2017-04-10 07:58:38
localbtc,0.0,fetch time,2017-04-10 07:58:40
localbtc,0.0,fetch time,2017-04-10 07:58:42
localbtc,0.0,fetch time,2017-04-10 07:58:44
localbtc,0.0,fetch time,2017-04-10 07:58:46
localbtc,0.0,fetch time,2017-04-10 07:58:48
localbtc,0.0,fetch time,2017-04-10 07:58:49
localbtc,0.0,fetch time,2017-04-10 07:58:51
localbtc,0.0,fetch time,2017-04-10 07:58:53
localbtc,0.0,fetch time,2017-04-10 07:58:55
localbtc,0.0,fetch time,2017-04-10 07:58:57
localbtc,0.0,fetch time,2017-04-10 07:58:58
localbtc,0.0,fetch time,2017-04-10 07:59:00
localbtc,0.0,fetch time,2017-04-10 07:59:02
localbtc,0.0,fetch time,2017-04-10 07:59:04
localbtc,0.0,fetch time,2017-04-10 07:59:05
localbtc,0.0,fetch time,2017-04-10 07:59:07
localbtc,0.0,fetch time,2017-04-10 07:59:09
localbtc,0.0,fetch time,2017-04-10 07:59:11
localbtc,0.0,fetch time,2017-04-10 07:59:13
localbtc,0.0,fetch time,2017-04-10 07:59:15
localbtc,0.0,fetch time,2017-04-10 07:59:17
localbtc,0.0,fetch time,2017-04-10 07:59:19
localbtc,0.0,fetch time,2017-04-10 07:59:21
localbtc,0.0,fetch time,2017-04-10 07:59:23
localbtc,0.0,fetch time,2017-04-10 07:59:25
localbtc,0.0,fetch time,2017-04-10 07:59:27
localbtc,0.0,fetch time,2017-04-10 07:59:28
localbtc,0.0,fetch time,2017-04-10 07:59:30
localbtc,0.0,fetch time,2017-04-10 07:59:32
localbtc,0.0,fetch time,2017-04-10 07:59:34
localbtc,0.0,fetch time,2017-04-10 07:59:35
localbtc,0.0,fetch time,2017-04-10 07:59:37
localbtc,0.0,fetch time,2017-04-10 07:59:39
localbtc,0.0,fetch time,2017-04-10 07:59:41
localbtc,0.0,fetch time,2017-04-10 07:59:43
localbtc,0.0,fetch time,2017-04-10 07:59:45
localbtc,0.0,fetch time,2017-04-10 07:59:47
localbtc,0.0,fetch time,2017-04-10 07:59:48
localbtc,0.0,fetch time,2017-04-10 07:59:50
localbtc,0.0,fetch time,2017-04-10 07:59:52
localbtc,0.0,fetch time,2017-04-10 07:59:54
localbtc,0.0,fetch time,2017-04-10 07:59:56
localbtc,0.0,fetch time,2017-04-10 07:59:58
localbtc,0.0,fetch time,2017-04-10 07:59:59
localbtc,0.0,fetch time,2017-04-10 08:00:01
localbtc,0.0,fetch time,2017-04-10 08:00:03
localbtc,0.0,fetch time,2017-04-10 08:00:05
localbtc,0.0,fetch time,2017-04-10 08:00:07
localbtc,0.0,fetch time,2017-04-10 08:00:08
localbtc,0.0,fetch time,2017-04-10 08:00:10
localbtc,0.0,fetch time,2017-04-10 08:00:12
localbtc,0.0,fetch time,2017-04-10 08:00:14
localbtc,0.0,fetch time,2017-04-10 08:00:15
localbtc,0.0,fetch time,2017-04-10 08:00:17
localbtc,0.0,fetch time,2017-04-10 08:00:19
localbtc,0.0,fetch time,2017-04-10 08:00:21
localbtc,0.0,fetch time,2017-04-10 08:00:23
localbtc,0.0,fetch time,2017-04-10 08:00:25
localbtc,0.0,fetch time,2017-04-10 08:00:26
localbtc,0.0,fetch time,2017-04-10 08:00:28
localbtc,0.0,fetch time,2017-04-10 08:00:30
localbtc,0.0,fetch time,2017-04-10 08:00:32
localbtc,0.0,fetch time,2017-04-10 08:00:34
localbtc,0.0,fetch time,2017-04-10 08:00:36
localbtc,0.0,fetch time,2017-04-10 08:00:38
localbtc,0.0,fetch time,2017-04-10 08:00:40
localbtc,0.0,fetch time,2017-04-10 08:00:43
localbtc,0.0,fetch time,2017-04-10 08:00:45
localbtc,0.0,fetch time,2017-04-10 08:00:46
localbtc,0.0,fetch time,2017-04-10 08:00:48
localbtc,0.0,fetch time,2017-04-10 08:00:51
localbtc,0.0,fetch time,2017-04-10 08:00:53
localbtc,0.0,fetch time,2017-04-10 08:00:55
localbtc,0.0,fetch time,2017-04-10 08:00:56
localbtc,0.0,fetch time,2017-04-10 08:00:58
localbtc,0.0,fetch time,2017-04-10 08:01:01
localbtc,0.0,fetch time,2017-04-10 08:01:02
localbtc,0.0,fetch time,2017-04-10 08:01:04
localbtc,0.0,fetch time,2017-04-10 08:01:06
localbtc,0.0,fetch time,2017-04-10 08:01:08
localbtc,0.0,fetch time,2017-04-10 08:01:10
localbtc,0.0,fetch time,2017-04-10 08:01:12
localbtc,0.0,fetch time,2017-04-10 08:01:14
localbtc,0.0,fetch time,2017-04-10 08:01:15
localbtc,0.0,fetch time,2017-04-10 08:01:17
localbtc,0.0,fetch time,2017-04-10 08:01:20
localbtc,0.0,fetch time,2017-04-10 08:01:21
localbtc,0.0,fetch time,2017-04-10 08:01:24
localbtc,0.0,fetch time,2017-04-10 08:01:26
localbtc,0.0,fetch time,2017-04-10 08:01:27
localbtc,0.0,fetch time,2017-04-10 08:01:29
localbtc,0.0,fetch time,2017-04-10 08:01:31
localbtc,0.0,fetch time,2017-04-10 08:01:33
localbtc,0.0,fetch time,2017-04-10 08:01:35
localbtc,0.0,fetch time,2017-04-10 08:01:37
localbtc,0.0,fetch time,2017-04-10 08:01:38
localbtc,0.0,fetch time,2017-04-10 08:01:40
localbtc,0.0,fetch time,2017-04-10 08:01:42
