bitfinex,3838.3223401815003,2017-04-10 07:56:38
bitfinex,3837.72488902564,2017-04-10 07:56:42
bitfinex,3837.72488902564,2017-04-10 07:56:45
bitfinex,3839.0071231835204,2017-04-10 07:56:48
bitfinex,3840.58286165565,2017-04-10 07:56:53
bitfinex,3840.9807445406605,2017-04-10 07:56:57
bitfinex,3839.87910481602,2017-04-10 07:57:01
bitfinex,3838.59692857244,2017-04-10 07:57:05
bitfinex,3840.91988399011,2017-04-10 07:57:14
bitfinex,3841.6264848563897,2017-04-10 07:57:22
bitfinex,3841.6473828934595,2017-04-10 07:57:26
bitfinex,3839.2884684133296,2017-04-10 07:57:30
bitfinex,3840.7579861903296,2017-04-10 07:57:33
bitfinex,3840.63110946945,2017-04-10 07:57:37
bitfinex,3840.7555381177162,2017-04-10 07:57:41
bitfinex,3840.8215487495463,2017-04-10 07:57:46
bitfinex,3840.984828502546,2017-04-10 07:57:49
bitfinex,3842.2504377829105,2017-04-10 07:57:53
bitfinex,3842.29244454862,2017-04-10 07:57:56
bitfinex,3842.29208547996,2017-04-10 07:58:00
bitfinex,3840.82256770296,2017-04-10 07:58:04
bitfinex,3841.96552597396,2017-04-10 07:58:09
bitfinex,3841.9895530058,2017-04-10 07:58:13
bitfinex,3841.8322742193295,2017-04-10 07:58:17
bitfinex,3841.9955539723305,2017-04-10 07:58:20
bitfinex,3842.01355687192,2017-04-10 07:58:23
bitfinex,3841.87428098504,2017-04-10 07:58:27
bitfinex,3841.6598516572003,2017-04-10 07:58:31
bitfinex,3841.6598516572,2017-04-10 07:58:36
bitfinex,3841.6598516572003,2017-04-10 07:58:39
bitfinex,3842.3821231436305,2017-04-10 07:58:42
bitfinex,3842.38212314363,2017-04-10 07:59:00
bitfinex,3842.66285398913,2017-04-10 07:59:03
bitfinex,3842.5115761691904,2017-04-10 07:59:07
bitfinex,3842.3482964161894,2017-04-10 07:59:13
bitfinex,3842.1451664438828,2017-04-10 07:59:17
bitfinex,3841.1854088419022,2017-04-10 07:59:21
bitfinex,3840.7255744155527,2017-04-10 07:59:26
bitfinex,3840.7255744155523,2017-04-10 07:59:30
